Wavelength, W/m2 
4.75E+02,0.791549173
4.76E+02,0.80960703
4.76E+02,0.808911287
4.76E+02,0.812698158
4.77E+02,0.823271458
4.77E+02,0.816231251
4.77E+02,0.822166606
4.78E+02,0.823775638
4.78E+02,0.829020204
4.79E+02,0.818762232
4.79E+02,0.826812243
4.79E+02,0.823822748
4.80E+02,0.813947552
4.80E+02,0.803971034
4.80E+02,0.809832753
4.81E+02,0.804149311
4.81E+02,0.800401162
4.81E+02,0.789056081
4.82E+02,0.777970209
4.82E+02,0.768296841
4.83E+02,0.758471688
4.83E+02,0.762266215
4.83E+02,0.762800232
4.84E+02,0.752878056
4.84E+02,0.741585633
4.84E+02,0.743240415
4.85E+02,0.738476167
4.85E+02,0.738808861
4.85E+02,0.728809384
4.86E+02,0.732950984
4.86E+02,0.731095295
4.87E+02,0.731201743
4.87E+02,0.735082661
4.87E+02,0.74274567
4.88E+02,0.753861155
4.88E+02,0.753775661
4.88E+02,0.746853551
4.89E+02,0.755154208
4.89E+02,0.767171953
4.89E+02,0.764117962
4.90E+02,0.769811916
4.90E+02,0.771819794
4.91E+02,0.775174485
4.91E+02,0.780498728
4.91E+02,0.783769061
4.92E+02,0.783461819
4.92E+02,0.79242643
4.92E+02,0.78049991
4.93E+02,0.785110099
4.93E+02,0.794232388
4.93E+02,0.791134311
4.94E+02,0.795001788
4.94E+02,0.792843245
4.95E+02,0.785317302
4.95E+02,0.784682617
4.95E+02,0.788452333
4.96E+02,0.780549521
4.96E+02,0.782316382
4.96E+02,0.775695373
4.97E+02,0.766089386
4.97E+02,0.769772154
4.97E+02,0.754647997
4.98E+02,0.750316672
4.98E+02,0.739893453
4.99E+02,0.732982389
4.99E+02,0.723046243
4.99E+02,0.710395367
5.00E+02,0.70099966
5.00E+02,0.6921716
5.00E+02,0.674489661
5.01E+02,0.664417882
5.01E+02,0.659037772
5.01E+02,0.646009517
5.02E+02,0.636184512
5.02E+02,0.626533237
5.03E+02,0.614294494
5.03E+02,0.602836779
5.03E+02,0.599921249
5.04E+02,0.58998597
5.04E+02,0.577517447
5.04E+02,0.569867611
5.05E+02,0.562129354
5.05E+02,0.55792512
5.05E+02,0.547470865
5.06E+02,0.533289146
5.06E+02,0.527467436
5.07E+02,0.519464616
5.07E+02,0.512560925
5.07E+02,0.502871718
5.08E+02,0.499228355
5.08E+02,0.487543352
5.08E+02,0.481185413
5.09E+02,0.476489585
5.09E+02,0.474741388
5.09E+02,0.463593039
5.10E+02,0.455023517
5.10E+02,0.446965428
5.11E+02,0.444539327
5.11E+02,0.432897299
5.11E+02,0.43192104
5.12E+02,0.423132606
5.12E+02,0.423447608
5.12E+02,0.410308949
5.13E+02,0.408839948
5.13E+02,0.402086481
5.13E+02,0.400094143
5.14E+02,0.395035429
5.14E+02,0.393397007
5.15E+02,0.388999866
5.15E+02,0.380480721
5.15E+02,0.38290771
5.16E+02,0.375065611
5.16E+02,0.372807251
5.16E+02,0.366331376
5.17E+02,0.365268835
5.17E+02,0.361768378
5.17E+02,0.360092379
5.18E+02,0.359093197
5.18E+02,0.362107855
5.18E+02,0.351056594
5.19E+02,0.343462303
5.19E+02,0.351698158
5.20E+02,0.347234893
5.20E+02,0.344382172
5.20E+02,0.34337202
5.21E+02,0.344150558
5.21E+02,0.332675651
5.21E+02,0.334686262
5.22E+02,0.330404406
5.22E+02,0.330688882
5.22E+02,0.330347761
5.23E+02,0.327073028
5.23E+02,0.326109413
5.24E+02,0.323692389
5.24E+02,0.323413597
5.24E+02,0.32084282
5.25E+02,0.318947423
5.25E+02,0.312777572
5.25E+02,0.316904634
5.26E+02,0.313430333
5.26E+02,0.315085598
5.26E+02,0.3149765
5.27E+02,0.310382767
5.27E+02,0.304634745
5.27E+02,0.303962781
5.28E+02,0.3031032
5.28E+02,0.304142303
5.29E+02,0.303616733
5.29E+02,0.30263433
5.29E+02,0.297290888
5.30E+02,0.296374427
5.30E+02,0.296736714
5.30E+02,0.294870741
5.31E+02,0.295120898
5.31E+02,0.297786252
5.31E+02,0.295085062
5.32E+02,0.296034925
5.32E+02,0.293047559
5.33E+02,0.288638511
5.33E+02,0.28736473
5.33E+02,0.28481208
5.34E+02,0.288489197
5.34E+02,0.293863691
5.34E+02,0.286594381
5.35E+02,0.289612442
5.35E+02,0.286791571
5.35E+02,0.284717091
5.36E+02,0.2853854
5.36E+02,0.283098636
5.36E+02,0.28615108
5.37E+02,0.283306533
5.37E+02,0.286587869
5.38E+02,0.284000574
5.38E+02,0.28394118
5.38E+02,0.285667745
5.39E+02,0.284832382
5.39E+02,0.284310211
5.39E+02,0.284556034
5.40E+02,0.280671008
5.40E+02,0.28581951
5.40E+02,0.291025009
5.41E+02,0.29190812
5.41E+02,0.295086431
5.41E+02,0.290117638
5.42E+02,0.292366511
5.42E+02,0.290865764
5.43E+02,0.28840614
5.43E+02,0.28872543
5.43E+02,0.291948369
5.44E+02,0.289388767
5.44E+02,0.282366882
5.44E+02,0.291792717
5.45E+02,0.293185078
5.45E+02,0.313355361
5.45E+02,0.319318005
5.46E+02,0.318324525
5.46E+02,0.304558857
5.46E+02,0.292702249
5.47E+02,0.288364361
5.47E+02,0.283183463
5.48E+02,0.289478714
5.48E+02,0.283756251
5.48E+02,0.281068696
5.49E+02,0.279232171
5.49E+02,0.28007833
5.49E+02,0.283179058
5.50E+02,0.279529414
5.50E+02,0.279406792
5.50E+02,0.278498676
5.51E+02,0.282149245
5.51E+02,0.279874104
5.51E+02,0.279195387
5.52E+02,0.277981788
5.52E+02,0.277819499
5.53E+02,0.278589346
5.53E+02,0.278411683
5.53E+02,0.277242292
5.54E+02,0.282944044
5.54E+02,0.282452132
5.54E+02,0.278688071
5.55E+02,0.274645952
5.55E+02,0.276645125
5.55E+02,0.278475594
5.56E+02,0.277368218
5.56E+02,0.278109693
5.56E+02,0.275758856
5.57E+02,0.280331148
5.57E+02,0.281037271
5.58E+02,0.282129807
5.58E+02,0.278980053
5.58E+02,0.281685033
5.59E+02,0.281338169
5.59E+02,0.280138699
5.59E+02,0.28080837
5.60E+02,0.277363193
5.60E+02,0.284924691
5.60E+02,0.282599838
5.61E+02,0.279862448
5.61E+02,0.278530402
5.61E+02,0.283941721
5.62E+02,0.283516719
5.62E+02,0.280676928
5.63E+02,0.280228257
5.63E+02,0.280081922
5.63E+02,0.284983762
5.64E+02,0.284245936
5.64E+02,0.287165179
5.64E+02,0.284819126
5.65E+02,0.285804433
5.65E+02,0.28672707
5.65E+02,0.285513652
5.66E+02,0.28630535
5.66E+02,0.283518529
5.66E+02,0.284678445
5.67E+02,0.285193407
5.67E+02,0.285317239
5.67E+02,0.285035719
5.68E+02,0.290592309
5.68E+02,0.284646578
5.69E+02,0.284707202
5.69E+02,0.290771112
5.69E+02,0.286650046
5.70E+02,0.29008016
5.70E+02,0.290623875
5.70E+02,0.290827646
5.71E+02,0.292534739
5.71E+02,0.287145597
5.71E+02,0.284698392
5.72E+02,0.291466487
5.72E+02,0.291714712
5.72E+02,0.291776111
5.73E+02,0.291799645
5.73E+02,0.294311772
5.73E+02,0.293397343
5.74E+02,0.291356654
5.74E+02,0.290986584
5.75E+02,0.292021892
5.75E+02,0.290803265
5.75E+02,0.294081804
5.76E+02,0.298101987
5.76E+02,0.299477309
5.76E+02,0.298630104
5.77E+02,0.300770406
5.77E+02,0.293897459
5.77E+02,0.298234225
5.78E+02,0.297610205
5.78E+02,0.297701454
5.78E+02,0.298121801
5.79E+02,0.298342619
5.79E+02,0.298339806
5.80E+02,0.300161107
5.80E+02,0.2976369
5.80E+02,0.30052176
5.81E+02,0.29926658
5.81E+02,0.297983698
5.81E+02,0.298190197
5.82E+02,0.295827481
5.82E+02,0.29910017
5.82E+02,0.299523642
5.83E+02,0.298323593
5.83E+02,0.299663895
5.83E+02,0.297989968
5.84E+02,0.300218454
5.84E+02,0.298597599
5.84E+02,0.302202358
5.85E+02,0.300261868
5.85E+02,0.301947165
5.85E+02,0.301604382
5.86E+02,0.295900365
5.86E+02,0.302539943
5.87E+02,0.300711919
5.87E+02,0.30675265
5.87E+02,0.299925897
5.88E+02,0.304077582
5.88E+02,0.298142736
5.88E+02,0.303486345
5.89E+02,0.302366653
5.89E+02,0.300571636
5.89E+02,0.298732813
5.90E+02,0.297652735
5.90E+02,0.301549718
5.90E+02,0.305175161
5.91E+02,0.301419331
5.91E+02,0.301192377
5.91E+02,0.301081008
5.92E+02,0.303033454
5.92E+02,0.303387063
5.93E+02,0.302628146
5.93E+02,0.312149167
5.93E+02,0.303279692
5.94E+02,0.303943991
5.94E+02,0.302251782
5.94E+02,0.306013009
5.95E+02,0.301305816
5.95E+02,0.3069985
5.95E+02,0.308208512
5.96E+02,0.305512049
5.96E+02,0.307235845
5.96E+02,0.306736503
5.97E+02,0.309508826
5.97E+02,0.309399664
5.97E+02,0.306471124
5.98E+02,0.310546601
5.98E+02,0.31175747
5.98E+02,0.309209935
5.99E+02,0.308210824
5.99E+02,0.316849274
6.00E+02,0.315998242
6.00E+02,0.315758462
6.00E+02,0.309970578
6.01E+02,0.310751278
6.01E+02,0.315018183
6.01E+02,0.321340535
6.02E+02,0.315749372
6.02E+02,0.313685204
6.02E+02,0.313800354
6.03E+02,0.312240442
6.03E+02,0.31857587
6.03E+02,0.317803473
6.04E+02,0.318356516
6.04E+02,0.319979799
6.04E+02,0.317990236
6.05E+02,0.319041909
6.05E+02,0.32119825
6.05E+02,0.318494255
6.06E+02,0.323969795
6.06E+02,0.322733415
6.07E+02,0.32778656
6.07E+02,0.326795859
6.07E+02,0.328106079
6.08E+02,0.333498514
6.08E+02,0.32582031
6.08E+02,0.331273802
6.09E+02,0.333603077
6.09E+02,0.330739814
6.09E+02,0.337303537
6.10E+02,0.33949006
6.10E+02,0.345146753
6.10E+02,0.360415236
6.11E+02,0.354186108
6.11E+02,0.347532147
6.11E+02,0.347086893
6.12E+02,0.34802617
6.12E+02,0.344422937
6.12E+02,0.345209936
6.13E+02,0.336418679
6.13E+02,0.344821176
6.14E+02,0.340474728
6.14E+02,0.343710598
6.14E+02,0.34248318
6.15E+02,0.338325256
6.15E+02,0.341573903
6.15E+02,0.348730281
6.16E+02,0.343001553
6.16E+02,0.343563769
6.16E+02,0.342342435
6.17E+02,0.340149726
6.17E+02,0.345374274
6.17E+02,0.342149514
6.18E+02,0.34537788
6.18E+02,0.342465265
6.18E+02,0.345615269
6.19E+02,0.349122091
6.19E+02,0.345069977
6.19E+02,0.34393868
6.20E+02,0.346535926
6.20E+02,0.345405182
6.20E+02,0.348053743
6.21E+02,0.348367621
6.21E+02,0.343356382
6.22E+02,0.345622856
6.22E+02,0.349535247
6.22E+02,0.354964753
6.23E+02,0.343936428
6.23E+02,0.35161753
6.23E+02,0.349627899
6.24E+02,0.349448827
6.24E+02,0.357320914
6.24E+02,0.351478192
6.25E+02,0.357913502
6.25E+02,0.351920576
6.25E+02,0.355367249
6.26E+02,0.348575314
6.26E+02,0.354781786
6.26E+02,0.351696506
6.27E+02,0.351433177
6.27E+02,0.346732286
6.27E+02,0.357874975
6.28E+02,0.349474361
6.28E+02,0.349433695
6.28E+02,0.351720132
6.29E+02,0.354329862
6.29E+02,0.349146531
6.30E+02,0.352993386
6.30E+02,0.354575502
6.30E+02,0.346588099
6.31E+02,0.348591739
6.31E+02,0.351483322
6.31E+02,0.346674654
6.32E+02,0.34462231
6.32E+02,0.345898991
6.32E+02,0.344571081
6.33E+02,0.347264272
