Wavelength, W/m2 
636.415, 0.0072 
636.761, 0.0065 
637.106, 0.0069 
637.451, 0.0056 
637.796, 0.0066 
638.141, 0.0061 
638.486, 0.0077 
638.831, 0.0064 
639.176, 0.0057 
639.521, 0.0063 
639.866, 0.0070 
640.211, 0.0067 
640.555, 0.0063 
640.9, 0.0048 
641.245, 0.0056 
641.589, 0.0067 
641.934, 0.0065 
642.278, 0.0064 
642.623, 0.0067 
642.967, 0.0080 
643.312, 0.0063 
643.656, 0.0069 
644, 0.0073 
644.344, 0.0059 
644.689, 0.0069 
645.033, 0.0073 
645.377, 0.0079 
645.721, 0.0058 
646.065, 0.0085 
646.409, 0.0062 
646.753, 0.0068 
647.096, 0.0071 
647.44, 0.0067 
647.784, 0.0078 
648.128, 0.0064 
648.471, 0.0071 
648.815, 0.0075 
649.158, 0.0061 
649.502, 0.0064 
649.845, 0.0070 
650.189, 0.0066 
650.532, 0.0078 
650.875, 0.0078 
651.218, 0.0064 
651.562, 0.0074 
651.905, 0.0089 
652.248, 0.0055 
652.591, 0.0069 
652.934, 0.0074 
653.277, 0.0067 
653.62, 0.0066 
653.963, 0.0074 
654.305, 0.0066 
654.648, 0.0070 
654.991, 0.0060 
655.334, 0.0056 
655.676, 0.0071 
656.019, 0.0068 
656.361, 0.0055 
656.704, 0.0065 
657.046, 0.0080 
657.389, 0.0073 
657.731, 0.0069 
658.073, 0.0060 
658.415, 0.0070 
658.757, 0.0066 
659.1, 0.0082 
659.442, 0.0082 
659.784, 0.0071 
660.126, 0.0060 
660.468, 0.0064 
660.809, 0.0073 
661.151, 0.0075 
661.493, 0.0069 
661.835, 0.0059 
662.177, 0.0086 
662.518, 0.0081 
662.86, 0.0059 
663.201, 0.0066 
663.543, 0.0069 
663.884, 0.0068 
664.226, 0.0067 
664.567, 0.0063 
664.908, 0.0073 
665.249, 0.0067 
665.591, 0.0066 
665.932, 0.0062 
666.273, 0.0084 
666.614, 0.0079 
666.955, 0.0074 
667.296, 0.0071 
667.637, 0.0067 
667.978, 0.0071 
668.318, 0.0070 
668.659, 0.0062 
669, 0.0078 
669.341, 0.0086 
669.681, 0.0077 
670.022, 0.0077 
670.362, 0.0083 
670.703, 0.0070 
671.043, 0.0062 
671.383, 0.0076 
671.724, 0.0081 
672.064, 0.0080 
672.404, 0.0079 
672.744, 0.0073 
673.085, 0.0065 
673.425, 0.0077 
673.765, 0.0092 
674.105, 0.0073 
674.444, 0.0067 
674.784, 0.0092 
675.124, 0.0087 
675.464, 0.0077 
675.804, 0.0068 
676.143, 0.0083 
676.483, 0.0072 
676.823, 0.0072 
677.162, 0.0080 
677.501, 0.0092 
677.841, 0.0073 
678.18, 0.0090 
678.52, 0.0075 
678.859, 0.0074 
679.198, 0.0076 
679.537, 0.0093 
679.876, 0.0063 
680.215, 0.0075 
680.555, 0.0072 
680.894, 0.0089 
681.232, 0.0088 
681.571, 0.0089 
681.91, 0.0069 
682.249, 0.0071 
682.588, 0.0083 
682.926, 0.0085 
683.265, 0.0081 
683.604, 0.0059 
683.942, 0.0068 
684.281, 0.0068 
684.619, 0.0089 
684.957, 0.0067 
685.296, 0.0086 
685.634, 0.0092 
685.972, 0.0077 
686.31, 0.0088 
686.649, 0.0082 
686.987, 0.0107 
687.325, 0.0080 
687.663, 0.0072 
688.001, 0.0085 
688.338, 0.0072 
688.676, 0.0090 
689.014, 0.0080 
689.352, 0.0074 
689.69, 0.0059 
690.027, 0.0073 
690.365, 0.0085 
690.702, 0.0070 
691.04, 0.0081 
691.377, 0.0069 
691.715, 0.0084 
692.052, 0.0096 
692.389, 0.0101 
692.726, 0.0078 
693.064, 0.0089 
693.401, 0.0091 
693.738, 0.0113 
694.075, 0.0097 
694.412, 0.0080 
694.749, 0.0086 
695.086, 0.0088 
695.423, 0.0086 
695.759, 0.0076 
696.096, 0.0077 
696.433, 0.0088 
696.769, 0.0086 
697.106, 0.0090 
697.443, 0.0084 
697.779, 0.0080 
698.116, 0.0077 
698.452, 0.0077 
698.788, 0.0094 
699.125, 0.0088 
699.461, 0.0087 
699.797, 0.0093 
700.133, 0.0076 
700.469, 0.0104 
700.805, 0.0085 
701.141, 0.0087 
701.477, 0.0079 
701.813, 0.0085 
702.149, 0.0089 
702.485, 0.0076 
702.82, 0.0097 
703.156, 0.0100 
703.492, 0.0077 
703.827, 0.0113 
704.163, 0.0089 
704.498, 0.0104 
704.834, 0.0099 
705.169, 0.0089 
705.505, 0.0106 
705.84, 0.0100 
706.175, 0.0097 
706.51, 0.0085 
706.845, 0.0082 
707.18, 0.0092 
707.515, 0.0097 
707.85, 0.0101 
708.185, 0.0112 
708.52, 0.0089 
708.855, 0.0103 
709.19, 0.0111 
709.525, 0.0110 
709.859, 0.0093 
710.194, 0.0095 
710.529, 0.0086 
710.863, 0.0101 
711.198, 0.0131 
711.532, 0.0110 
711.866, 0.0103 
712.201, 0.0097 
712.535, 0.0083 
712.869, 0.0103 
713.203, 0.0090 
713.537, 0.0073 
713.872, 0.0112 
714.206, 0.0101 
714.54, 0.0094 
714.873, 0.0072 
715.207, 0.0097 
715.541, 0.0104 
715.875, 0.0107 
716.209, 0.0112 
716.542, 0.0111 
716.876, 0.0107 
717.21, 0.0100 
717.543, 0.0094 
717.877, 0.0095 
718.21, 0.0108 
718.543, 0.0106 
718.877, 0.0109 
719.21, 0.0091 
719.543, 0.0122 
719.876, 0.0101 
720.209, 0.0110 
720.542, 0.0082 
720.875, 0.0105 
721.208, 0.0112 
721.541, 0.0102 
721.874, 0.0113 
722.207, 0.0129 
722.54, 0.0103 
722.872, 0.0117 
723.205, 0.0110 
723.538, 0.0100 
723.87, 0.0114 
724.203, 0.0113 
724.535, 0.0111 
724.868, 0.0106 
725.2, 0.0121 
725.532, 0.0099 
725.865, 0.0100 
726.197, 0.0122 
726.529, 0.0101 
726.861, 0.0102 
727.193, 0.0100 
727.525, 0.0121 
727.857, 0.0114 
728.189, 0.0122 
728.521, 0.0095 
728.853, 0.0102 
729.184, 0.0111 
729.516, 0.0117 
729.848, 0.0120 
730.179, 0.0111 
730.511, 0.0122 
730.842, 0.0120 
731.174, 0.0120 
731.505, 0.0140 
731.836, 0.0101 
732.168, 0.0124 
732.499, 0.0137 
732.83, 0.0106 
733.161, 0.0109 
733.492, 0.0123 
733.823, 0.0112 
734.154, 0.0130 
734.485, 0.0132 
734.816, 0.0118 
735.147, 0.0133 
735.478, 0.0109 
735.808, 0.0107 
736.139, 0.0123 
736.47, 0.0111 
736.8, 0.0125 
737.131, 0.0139 
737.461, 0.0116 
737.792, 0.0126 
738.122, 0.0133 
738.452, 0.0136 
738.782, 0.0138 
739.113, 0.0111 
739.443, 0.0135 
739.773, 0.0122 
740.103, 0.0146 
740.433, 0.0119 
740.763, 0.0124 
741.093, 0.0132 
741.423, 0.0144 
741.752, 0.0136 
742.082, 0.0111 
742.412, 0.0142 
742.742, 0.0144 
743.071, 0.0140 
743.401, 0.0117 
743.73, 0.0113 
744.06, 0.0123 
744.389, 0.0131 
744.718, 0.0127 
745.048, 0.0137 
745.377, 0.0145 
745.706, 0.0124 
746.035, 0.0134 
746.364, 0.0112 
746.693, 0.0112 
747.022, 0.0139 
747.351, 0.0142 
747.68, 0.0140 
748.009, 0.0127 
748.338, 0.0127 
748.666, 0.0137 
748.995, 0.0149 
749.323, 0.0115 
749.652, 0.0139 
749.981, 0.0151 
750.309, 0.0128 
750.637, 0.0141 
750.966, 0.0128 
751.294, 0.0128 
751.622, 0.0149 
751.95, 0.0158 
752.279, 0.0153 
752.607, 0.0143 
752.935, 0.0126 
753.263, 0.0157 
753.591, 0.0145 
753.919, 0.0127 
754.246, 0.0139 
754.574, 0.0109 
754.902, 0.0139 
755.23, 0.0151 
755.557, 0.0139 
755.885, 0.0130 
756.212, 0.0144 
756.54, 0.0143 
756.867, 0.0132 
757.195, 0.0108 
757.522, 0.0120 
757.849, 0.0155 
758.176, 0.0161 
758.503, 0.0148 
758.831, 0.0140 
759.158, 0.0123 
759.485, 0.0148 
759.812, 0.0141 
760.138, 0.0145 
760.465, 0.0145 
760.792, 0.0181 
761.119, 0.0167 
761.446, 0.0103 
761.772, 0.0168 
762.099, 0.0183 
762.425, 0.0130 
762.752, 0.0190 
763.078, 0.0144 
763.405, 0.0143 
763.731, 0.0134 
764.057, 0.0174 
764.383, 0.0122 
764.71, 0.0162 
765.036, 0.0096 
765.362, 0.0175 
765.688, 0.0170 
766.014, 0.0142 
766.34, 0.0154 
766.665, 0.0157 
766.991, 0.0199 
767.317, 0.0170 
767.643, 0.0170 
767.968, 0.0173 
768.294, 0.0160 
768.619, 0.0139 
768.945, 0.0144 
769.27, 0.0145 
769.596, 0.0140 
769.921, 0.0167 
770.246, 0.0152 
770.572, 0.0182 
770.897, 0.0164 
771.222, 0.0163 
771.547, 0.0168 
771.872, 0.0144 
772.197, 0.0169 
772.522, 0.0161 
772.847, 0.0137 
773.171, 0.0165 
773.496, 0.0153 
773.821, 0.0176 
774.146, 0.0170 
774.47, 0.0150 
774.795, 0.0172 
775.119, 0.0155 
775.444, 0.0178 
775.768, 0.0171 
776.092, 0.0140 
776.417, 0.0164 
776.741, 0.0194 
777.065, 0.0175 
777.389, 0.0193 
777.713, 0.0168 
778.037, 0.0173 
778.361, 0.0194 
778.685, 0.0167 
779.009, 0.0199 
779.333, 0.0196 
779.657, 0.0141 
779.98, 0.0183 
780.304, 0.0190 
780.627, 0.0194 
780.951, 0.0175 
781.274, 0.0178 
781.598, 0.0186 
781.921, 0.0154 
782.245, 0.0195 
782.568, 0.0170 
782.891, 0.0203 
783.214, 0.0182 
783.537, 0.0214 
783.861, 0.0171 
784.184, 0.0179 
784.506, 0.0188 
784.829, 0.0158 
785.152, 0.0169 
785.475, 0.0177 
785.798, 0.0190 
786.12, 0.0180 
786.443, 0.0203 
786.766, 0.0206 
787.088, 0.0154 
787.411, 0.0216 
787.733, 0.0188 
788.056, 0.0199 
788.378, 0.0197 
788.7, 0.0178 
789.022, 0.0182 
789.345, 0.0183 
