Wavelength, W/m2 
562.504, 0.0078 
562.859, 0.0071 
563.215, 0.0085 
563.57, 0.0072 
563.925, 0.0071 
564.28, 0.0069 
564.635, 0.0084 
564.99, 0.0071 
565.344, 0.0068 
565.699, 0.0076 
566.054, 0.0071 
566.409, 0.0065 
566.763, 0.0077 
567.118, 0.0074 
567.473, 0.0077 
567.827, 0.0066 
568.182, 0.0073 
568.536, 0.0065 
568.891, 0.0080 
569.245, 0.0065 
569.599, 0.0070 
569.953, 0.0071 
570.308, 0.0079 
570.662, 0.0071 
571.016, 0.0079 
571.37, 0.0070 
571.724, 0.0071 
572.078, 0.0056 
572.432, 0.0069 
572.786, 0.0064 
573.14, 0.0074 
573.494, 0.0072 
573.847, 0.0067 
574.201, 0.0067 
574.555, 0.0079 
574.908, 0.0082 
575.262, 0.0074 
575.615, 0.0086 
575.969, 0.0089 
576.322, 0.0089 
576.676, 0.0079 
577.029, 0.0083 
577.382, 0.0067 
577.736, 0.0073 
578.089, 0.0085 
578.442, 0.0088 
578.795, 0.0075 
579.148, 0.0085 
579.501, 0.0081 
579.854, 0.0088 
580.207, 0.0093 
580.56, 0.0074 
580.913, 0.0087 
581.265, 0.0080 
581.618, 0.0083 
581.971, 0.0088 
582.324, 0.0089 
582.676, 0.0086 
583.029, 0.0093 
583.381, 0.0085 
583.734, 0.0094 
584.086, 0.0092 
584.438, 0.0092 
584.791, 0.0082 
585.143, 0.0083 
585.495, 0.0083 
585.847, 0.0078 
586.2, 0.0097 
586.552, 0.0093 
586.904, 0.0092 
587.256, 0.0083 
587.608, 0.0088 
587.959, 0.0079 
588.311, 0.0079 
588.663, 0.0094 
589.015, 0.0089 
589.367, 0.0084 
589.718, 0.0080 
590.07, 0.0083 
590.421, 0.0081 
590.773, 0.0091 
591.124, 0.0089 
591.476, 0.0085 
591.827, 0.0078 
592.179, 0.0088 
592.53, 0.0082 
592.881, 0.0091 
593.232, 0.0084 
593.584, 0.0080 
593.935, 0.0078 
594.286, 0.0079 
594.637, 0.0080 
594.988, 0.0073 
595.339, 0.0075 
595.689, 0.0077 
596.04, 0.0086 
596.391, 0.0077 
596.742, 0.0070 
597.092, 0.0076 
597.443, 0.0083 
597.794, 0.0080 
