Wavelength, W/m2 
679.876,0.2021
680.215,0.2038
680.555,0.2047
680.894,0.2034
681.232,0.1979
681.571,0.1956
681.91,0.1988
682.249,0.1931
682.588,0.1964
682.926,0.1933
683.265,0.189
683.604,0.1864
683.942,0.1853
684.281,0.1841
684.619,0.1805
684.957,0.1823
685.296,0.1801
685.634,0.1824
685.972,0.1778
686.31,0.1746
686.649,0.1779
686.987,0.1741
687.325,0.1721
687.663,0.1676
688.001,0.1706
688.338,0.1663
688.676,0.1676
689.014,0.1687
689.352,0.1631
689.69,0.1677
690.027,0.1628
690.365,0.1629
690.702,0.16
691.04,0.161
691.377,0.1586
691.715,0.1554
692.052,0.1561
692.389,0.1542
692.726,0.1546
693.064,0.1564
693.401,0.148
693.738,0.1524
694.075,0.1527
694.412,0.1536
694.749,0.1511
695.086,0.1492
695.423,0.1489
695.759,0.1499
696.096,0.1523
696.433,0.148
696.769,0.1454
697.106,0.1491
697.443,0.1451
697.779,0.1483
698.116,0.1436
698.452,0.1442
698.788,0.1441
699.125,0.1469
699.461,0.1449
699.797,0.148
700.133,0.1526
700.469,0.1471
700.805,0.1467
701.141,0.1505
701.477,0.1483
701.813,0.1524
702.149,0.1532
702.485,0.1529
702.82,0.1517
703.156,0.1539
703.492,0.1555
703.827,0.153
704.163,0.1551
704.498,0.1543
704.834,0.1605
705.169,0.1594
705.505,0.1556
705.84,0.1657
706.175,0.1648
706.51,0.1634
706.845,0.1673
707.18,0.1699
707.515,0.1708
707.85,0.1719
708.185,0.1718
708.52,0.1758
708.855,0.1776
709.19,0.1801
709.525,0.1803
709.859,0.1777
710.194,0.1875
710.529,0.1864
710.863,0.1854
711.198,0.1911
711.532,0.1925
711.866,0.1927
712.201,0.1946
712.535,0.2005
712.869,0.2051
713.203,0.2064
713.537,0.2089
713.872,0.2096
714.206,0.2136
714.54,0.2189
714.873,0.2217
715.207,0.2183
715.541,0.2272
715.875,0.2268
716.209,0.2326
716.542,0.2339
716.876,0.2427
717.21,0.2481
717.543,0.2475
717.877,0.2491
718.21,0.2528
718.543,0.2652
718.877,0.2647
719.21,0.2687
719.543,0.2729
719.876,0.2832
720.209,0.2871
720.542,0.2854
720.875,0.2936
721.208,0.2933
721.541,0.3044
721.874,0.3081
722.207,0.317
722.54,0.3193
722.872,0.3276
723.205,0.3284
723.538,0.3378
723.87,0.3477
724.203,0.3524
724.535,0.3596
724.868,0.36
725.2,0.3635
725.532,0.3682
725.865,0.3792
726.197,0.3794
726.529,0.3853
726.861,0.3963
727.193,0.4048
727.525,0.4069
727.857,0.4192
728.189,0.4208
728.521,0.4216
728.853,0.4368
729.184,0.4496
729.516,0.4518
729.848,0.4627
730.179,0.4682
730.511,0.4667
730.842,0.4699
731.174,0.4807
731.505,0.4717
731.836,0.4851
732.168,0.4785
732.499,0.4846
732.83,0.4882
733.161,0.4787
733.492,0.4905
733.823,0.4908
734.154,0.4882
734.485,0.4839
734.816,0.4715
735.147,0.4763
735.478,0.4858
735.808,0.4681
736.139,0.4669
736.47,0.4526
736.8,0.4481
737.131,0.4378
737.461,0.4321
737.792,0.4289
738.122,0.411
738.452,0.3981
738.782,0.388
739.113,0.3841
739.443,0.3676
739.773,0.3647
740.103,0.3592
740.433,0.3425
740.763,0.3386
741.093,0.3344
741.423,0.3143
741.752,0.3128
742.082,0.3043
742.412,0.2947
742.742,0.2905
743.071,0.2824
743.401,0.2777
743.73,0.2678
744.06,0.2631
744.389,0.2545
744.718,0.2506
745.048,0.2458
745.377,0.2474
745.706,0.2357
746.035,0.228
746.364,0.2323
746.693,0.2272
747.022,0.228
747.351,0.2263
747.68,0.2184
748.009,0.2149
748.338,0.2181
748.666,0.2194
748.995,0.2122
749.323,0.2148
749.652,0.2143
749.981,0.2119
750.309,0.2069
750.637,0.2112
750.966,0.2119
751.294,0.2102
751.622,0.2114
751.95,0.2144
752.279,0.2148
752.607,0.2107
752.935,0.2142
753.263,0.2201
753.591,0.2147
753.919,0.2203
754.246,0.2216
754.574,0.2208
754.902,0.2308
755.23,0.2329
755.557,0.2301
755.885,0.231
756.212,0.2317
756.54,0.231
756.867,0.2438
757.195,0.2431
757.522,0.2465
757.849,0.2471
758.176,0.2487
758.503,0.248
758.831,0.2489
759.158,0.2551
759.485,0.2601
759.812,0.2647
760.138,0.2624
760.465,0.2563
760.792,0.2669
761.119,0.2703
761.446,0.274
761.772,0.2675
762.099,0.2728
762.425,0.2808
762.752,0.2847
763.078,0.2821
763.405,0.2837
763.731,0.2855
764.057,0.2803
764.383,0.2921
764.71,0.2899
765.036,0.2934
765.362,0.2926
765.688,0.3012
766.014,0.2939
766.34,0.3005
766.665,0.2947
766.991,0.3018
767.317,0.3065
767.643,0.296
767.968,0.2965
768.294,0.2994
768.619,0.3068
768.945,0.2965
769.27,0.2928
769.596,0.3022
769.921,0.3021
770.246,0.2927
770.572,0.2992
770.897,0.3013
771.222,0.2996
771.547,0.3006
771.872,0.3045
772.197,0.2986
772.522,0.2917
772.847,0.295
773.171,0.2928
773.496,0.2922
773.821,0.278
774.146,0.2904
774.47,0.2869
774.795,0.2843
775.119,0.28
775.444,0.2709
775.768,0.2724
776.092,0.2754
776.417,0.2688
776.741,0.269
777.065,0.2632
777.389,0.2642
777.713,0.2633
778.037,0.2573
778.361,0.2526
778.685,0.2497
779.009,0.2505
779.333,0.2483
779.657,0.2419
779.98,0.2352
780.304,0.231
780.627,0.2237
780.951,0.2281
781.274,0.2184
